section,heading,xpath,auth_file,auth_section,auth_col,separator,comment
binding,depth min,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:physDesc/(tei:objectDesc/tei:layoutDesc/tei:objectDesc/tei:layout|tei:objectDesc/tei:supportDesc/tei:extent|tei:bindingDesc/tei:binding)//tei:dimensions[@type=""binding""]/(tei:depth/@min|tei:depth[@quantity]/@quantity|tei:depth[not(@quantity)])[last()], "" ""))",,,,,"The minimum depth of the binding of the manuscript or manuscript part, as encoded within the @min attribute of the depth element within a dimensions element with @type ""binding"", contained within either the support or layout description. This value is numeric. When no minimum value is present because the measurement does not contain a range, that non-range measurement is inherited. In many cases measurements may be rounded, for example to the nearest 5mm."
binding,unit,"(//tei:msDesc|//tei:msPart)/string-join(distinct-values(tei:physDesc/(tei:objectDesc/tei:layoutDesc/tei:objectDesc/tei:layout|tei:objectDesc/tei:supportDesc/tei:extent|tei:bindingDesc/tei:binding)//tei:dimensions[@type=""binding""]/@unit), "" "")",,,,,"The unit of the binding measurements, as encoded within the unit element of a dimensions element with @type ""binding"", within either the support or layout description. Common values are mm and in."
rolls,height,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""roll""]/(tei:height[@quantity]/@quantity|tei:height[not(@quantity)]), "" ""))",,,,,"The height of the manuscript or manuscript part if it is a roll, as encoded within the height element within a dimensions element with @type ""roll"", contained within either the support or layout description. This value may or may not be numeric. In many cases measurements may be rounded, for example to the nearest 5mm."
rolls,height max,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""roll""]/(tei:height/@max|tei:height[@quantity]/@quantity|tei:height[not(@quantity)])[last()], "" ""))",,,,,"The maximum height of the manuscript or manuscript part if it is a roll, as encoded within the @max attribute of the height element within a dimensions element with @type ""roll"", contained within either the support or layout description. This value is numeric. When no maximum value is present because the measurement does not contain a range, that non-range measurement is inherited. In many cases measurements may be rounded, for example to the nearest 5mm."
rolls,height min,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""roll""]/(tei:height/@min|tei:height[@quantity]/@quantity|tei:height[not(@quantity)])[last()], "" ""))",,,,,"The minimum height of the manuscript or manuscript part if it is a roll, as encoded within the @min attribute of the height element within a dimensions element with @type ""roll"", contained within either the support or layout description. This value is numeric. When no minimum value is present because the measurement does not contain a range, that non-range measurement is inherited. In many cases measurements may be rounded, for example to the nearest 5mm."
rolls,width,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""roll""]/(tei:width[@quantity]/@quantity|tei:width[not(@quantity)]), "" ""))",,,,,"The width of the manuscript or manuscript part if it is a roll, as encoded within the width element within a dimensions element with @type ""roll"", contained within either the support or layout description. This value may or may not be numeric. In many cases measurements may be rounded, for example to the nearest 5mm."
rolls,width max,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""roll""]/(tei:width/@max|tei:width[@quantity]/@quantity|tei:width[not(@quantity)])[last()], "" ""))",,,,,"The maximum width of the manuscript or manuscript part if it is a roll, as encoded within the @max attribute of the width element within a dimensions element with @type ""roll"", contained within either the support or layout description. This value is numeric. When no maximum value is present because the measurement does not contain a range, that non-range measurement is inherited. In many cases measurements may be rounded, for example to the nearest 5mm."
rolls,width min,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""roll""]/(tei:width/@min|tei:width[@quantity]/@quantity|tei:width[not(@quantity)])[last()], "" ""))",,,,,"The minimum width of the manuscript or manuscript part if it is a roll, as encoded within the @min attribute of the width element within a dimensions element with @type ""roll"", contained within either the support or layout description. This value is numeric. When no minimum value is present because the measurement does not contain a range, that non-range measurement is inherited. In many cases measurements may be rounded, for example to the nearest 5mm."
rolls,unit,"(//tei:msDesc|//tei:msPart)/string-join(distinct-values(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""roll""]/@unit), "" "")",,,,,"The unit of the roll measurements, as encoded within the unit element of a dimensions element with @type ""roll"", within either the support or layout description. Common values are mm and in."
fragments,height,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""fragment""]/(tei:height[@quantity]/@quantity|tei:height[not(@quantity)]), "" ""))",,,,,"The height of the manuscript or manuscript part if it is a fragment, as encoded within the height element within a dimensions element with @type ""fragment"", contained within either the support or layout description. This value may or may not be numeric. In many cases measurements may be rounded, for example to the nearest 5mm."
fragments,height max,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""fragment""]/(tei:height/@max|tei:height[@quantity]/@quantity|tei:height[not(@quantity)])[last()], "" ""))",,,,,"The maximum height of the manuscript or manuscript part if it is a fragment, as encoded within the @max attribute of the height element within a dimensions element with @type ""fragment"", contained within either the support or layout description. This value is numeric. When no maximum value is present because the measurement does not contain a range, that non-range measurement is inherited. In many cases measurements may be rounded, for example to the nearest 5mm."
fragments,height min,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""fragment""]/(tei:height/@min|tei:height[@quantity]/@quantity|tei:height[not(@quantity)])[last()], "" ""))",,,,,"The minimum height of the manuscript or manuscript part if it is a fragment, as encoded within the @min attribute of the height element within a dimensions element with @type ""fragment"", contained within either the support or layout description. This value is numeric. When no minimum value is present because the measurement does not contain a range, that non-range measurement is inherited. In many cases measurements may be rounded, for example to the nearest 5mm."
fragments,width,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""fragment""]/(tei:width[@quantity]/@quantity|tei:width[not(@quantity)]), "" ""))",,,,,"The width of the manuscript or manuscript part if it is a fragment, as encoded within the width element within a dimensions element with @type ""fragment"", contained within either the support or layout description. This value may or may not be numeric. In many cases measurements may be rounded, for example to the nearest 5mm."
fragments,width max,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""fragment""]/(tei:width/@max|tei:width[@quantity]/@quantity|tei:width[not(@quantity)])[last()], "" ""))",,,,,"The maximum width of the manuscript or manuscript part if it is a fragment, as encoded within the @max attribute of the width element within a dimensions element with @type ""fragment"", contained within either the support or layout description. This value is numeric. When no maximum value is present because the measurement does not contain a range, that non-range measurement is inherited. In many cases measurements may be rounded, for example to the nearest 5mm."
fragments,width min,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""fragment""]/(tei:width/@min|tei:width[@quantity]/@quantity|tei:width[not(@quantity)])[last()], "" ""))",,,,,"The minimum width of the manuscript or manuscript part if it is a fragment, as encoded within the @min attribute of the width element within a dimensions element with @type ""fragment"", contained within either the support or layout description. This value is numeric. When no minimum value is present because the measurement does not contain a range, that non-range measurement is inherited. In many cases measurements may be rounded, for example to the nearest 5mm."
fragments,unit,"(//tei:msDesc|//tei:msPart)/string-join(distinct-values(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""fragment""]/@unit), "" "")",,,,,"The unit of the fragment measurements, as encoded within the unit element of a dimensions element with @type ""fragment"", within either the support or layout description. Common values are mm and in."
leaves,n,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:physDesc/tei:objectDesc/tei:supportDesc/tei:extent//tei:measure[@type=""leaf""]/(.|@quantity)[last()], "" ""))",,,,,"An integer count of the number of leaves within the manuscript or manuscript part, encoded within the @quantity attribute to a measure element with @type ""leaf"" within either the support or layout description."
leaves,height,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join((tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)[.//tei:dimensions[@type=""leaf""]]|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent))[last()]//tei:dimensions[@type=""leaf""]/(tei:height[@quantity]/@quantity|tei:height[not(@quantity)]), "" ""))",,,,,"The height of the leaves of the manuscript or manuscript part, as encoded within the height element within a dimensions element with @type ""leaf"", contained within either the support or layout description. This value may or may not be numeric. In many cases measurements may be rounded, for example to the nearest 5mm."
leaves,height max,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join((tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)[.//tei:dimensions[@type=""leaf""]]|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent))[last()]//tei:dimensions[@type=""leaf""]/(tei:height/@max|tei:height[@quantity]/@quantity|tei:height[not(@quantity)])[last()], "" ""))",,,,,"The maximum height of the leaves of the manuscript or manuscript part, as encoded within the @max attribute of the height element within a dimensions element with @type ""leaf"", contained within either the support or layout description. This value is numeric. When no maximum value is present because the measurement does not contain a range, that non-range measurement is inherited. In many cases measurements may be rounded, for example to the nearest 5mm."
leaves,height min,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join((tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)[.//tei:dimensions[@type=""leaf""]]|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent))[last()]//tei:dimensions[@type=""leaf""]/(tei:height/@min|tei:height[@quantity]/@quantity|tei:height[not(@quantity)])[last()], "" ""))",,,,,"The minimum height of the leaves of the manuscript or manuscript part, as encoded within the @min attribute of the height element within a dimensions element with @type ""leaf"", contained within either the support or layout description. This value is numeric. When no maximum value is present because the measurement does not contain a range, that non-range measurement is inherited. In many cases measurements may be rounded, for example to the nearest 5mm."
leaves,width,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join((tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)[.//tei:dimensions[@type=""leaf""]]|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent))[last()]//tei:dimensions[@type=""leaf""]/(tei:width[@quantity]/@quantity|tei:width[not(@quantity)]), "" ""))",,,,,"The width of the leaves of the manuscript or manuscript part, as encoded within the width element within a dimensions element with @type ""leaf"", contained within either the support or layout description. This value may or may not be numeric. In many cases measurements may be rounded, for example to the nearest 5mm."
leaves,width max,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join((tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)[.//tei:dimensions[@type=""leaf""]]|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent))[last()]//tei:dimensions[@type=""leaf""]/(tei:width/@max|tei:width[@quantity]/@quantity|tei:width[not(@quantity)])[last()], "" ""))",,,,,"The maximum width of the leaves of the manuscript or manuscript part, as encoded within the @max attribute of the width element within a dimensions element with @type ""leaf"", contained within either the support or layout description. This value is numeric. When no maximum value is present because the measurement does not contain a range, that non-range measurement is inherited. In many cases measurements may be rounded, for example to the nearest 5mm."
leaves,width min,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join((tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)[.//tei:dimensions[@type=""leaf""]]|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent))[last()]//tei:dimensions[@type=""leaf""]/(tei:width/@min|tei:width[@quantity]/@quantity|tei:width[not(@quantity)])[last()], "" ""))",,,,,"The minimum width of the leaves of the manuscript or manuscript part, as encoded within the @min attribute of the width element within a dimensions element with @type ""leaf"", contained within either the support or layout description. This value is numeric. When no minimum value is present because the measurement does not contain a range, that non-range measurement is inherited. In many cases measurements may be rounded, for example to the nearest 5mm."
leaves,depth,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join((tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)[.//tei:dimensions[@type=""leaf""]]|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent))[last()]//tei:dimensions[@type=""leaf""]/(tei:depth[not(@quantity)]|tei:depth[@quantity]/@quantity), "" ""))",,,,,"The depth of the leaves of the manuscript or manuscript part, as encoded within the depth element within a dimensions element with @type ""leaf"", contained within either the support or layout description. This value may or may not be numeric. In many cases measurements may be rounded, for example to the nearest 5mm."
leaves,depth max,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join((tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)[.//tei:dimensions[@type=""leaf""]]|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent))[last()]//tei:dimensions[@type=""leaf""]/(tei:depth/@max|tei:depth[@quantity]/@quantity|tei:depth[not(@quantity)])[last()], "" ""))",,,,,"The maximum depth of the leaves of the manuscript or manuscript part, as encoded within the @max attribute of the depth element within a dimensions element with @type ""leaf"", contained within either the support or layout description. This value is numeric. When no maximum value is present because the measurement does not contain a range, that non-range measurement is inherited. In many cases measurements may be rounded, for example to the nearest 5mm."
leaves,depth min,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join((tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)[.//tei:dimensions[@type=""leaf""]]|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent))[last()]//tei:dimensions[@type=""leaf""]/(tei:depth/@min|tei:depth[@quantity]/@quantity|tei:depth[not(@quantity)])[last()], "" ""))",,,,,"The minimum depth of the leaves of the manuscript or manuscript part, as encoded within the @min attribute of the depth element within a dimensions element with @type ""leaf"", contained within either the support or layout description. This value is numeric. When no minimum value is present because the measurement does not contain a range, that non-range measurement is inherited. In many cases measurements may be rounded, for example to the nearest 5mm."
leaves,unit,"(//tei:msDesc|//tei:msPart)/string-join(distinct-values((tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)[.//tei:dimensions[@type=""leaf""]]|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent))[last()]//tei:dimensions[@type=""leaf""]/@unit), "" "")",,,,,"The unit of the leaf measurements, as encoded within the unit element of a dimensions element with @type ""leaf"", within either the support or layout description. Common values are mm and in."
layouts,n,"(//tei:msDesc|//tei:msPart)/string-join(string(count(tei:physDesc/tei:objectDesc/tei:layoutDesc/tei:layout)[.>0]), """")",,,,,"An integer count of the number of different layouts contained within a manuscript or manuscript part, calculated by counting the number of layout elements within the layout description. When none are found, the cell is left empty."
columns,n,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join((tei:physDesc/tei:objectDesc/tei:layoutDesc/tei:layout[@columns]|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/tei:layoutDesc/tei:layout[@columns])[last()]/@columns, "" ""))",,,,,"A count of the number of columns within the manuscript or manuscript part, encoded within the @columns attribute to a layout element within the layout description. This field may contain multiple values when the number of columns is variable, with sections of distinct practice separated by a space."
columns,n max,"(//tei:msDesc|//tei:msPart)/string-join(max(tokenize(string-join((tei:physDesc/tei:objectDesc/tei:layoutDesc/tei:layout|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/tei:layoutDesc/tei:layout[@columns])[last()]/@columns, "" ""), "" "")), "" "")",,,,,"The maximum number of columns within the manuscript or manuscript part, computed from the values encoded within the @columns attribute to a layout element within the layout description. This value is numeric."
columns,n min,"(//tei:msDesc|//tei:msPart)/string-join(min(tokenize(string-join((tei:physDesc/tei:objectDesc/tei:layoutDesc/tei:layout|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/tei:layoutDesc/tei:layout[@columns])[last()]/@columns, "" ""), "" "")), "" "")",,,,,"The minimum number of columns within the manuscript or manuscript part, computed from the values encoded within the @columns attribute to a layout element within the layout description. This value is numeric."
columns,height,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join((tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)[.//tei:dimensions[@type=""column""]]|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent))[last()]//tei:dimensions[@type=""column""]/(tei:height[@quantity]/@quantity|tei:height[not(@quantity)]), "" ""))",,,,,"The height of the columns of the manuscript or manuscript part, as encoded within the height element within a dimensions element with @type ""column"", contained within either the support or layout description. This value may or may not be numeric, and may be formatted as a range. In many cases measurements may be rounded, for example to the nearest 5mm. This field may contain multiple values when the layout is variable, with sections of distinct practice separated by a space."
columns,height max,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join((tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)[.//tei:dimensions[@type=""column""]]|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent))[last()]//tei:dimensions[@type=""column""]/(tei:height/@max|tei:height[@quantity]/@quantity|tei:height[not(@quantity)])[last()], "" ""))",,,,,"The maximum height of the columns of the manuscript or manuscript part, as encoded within the @max attribute of the height element within a dimensions element with @type ""column"", contained within either the support or layout description. This value may or may not be numeric. In many cases measurements may be rounded, for example to the nearest 5mm. This field may contain multiple values when the layout is variable, with sections of distinct practice separated by a space."
columns,height min,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join((tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)[.//tei:dimensions[@type=""column""]]|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent))[last()]//tei:dimensions[@type=""column""]/(tei:height/@min|tei:height[@quantity]/@quantity|tei:height[not(@quantity)])[last()], "" ""))",,,,,"The minimum height of the columns of the manuscript or manuscript part, as encoded within the @min attribute of the height element within a dimensions element with @type ""column"", contained within either the support or layout description. This value may or may not be numeric. In many cases measurements may be rounded, for example to the nearest 5mm. This field may contain multiple values when the layout is variable, with sections of distinct practice separated by a space."
columns,width,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join((tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)[.//tei:dimensions[@type=""column""]]|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent))[last()]//tei:dimensions[@type=""column""]/(tei:width[@quantity]/@quantity|tei:width[not(@quantity)]), "" ""))",,,,,"The width of the columns of the manuscript or manuscript part, as encoded within the width element within a dimensions element with @type ""column"", contained within either the support or layout description. This value may or may not be numeric, and may be formatted as a range. In many cases measurements may be rounded, for example to the nearest 5mm. This field may contain multiple values when the layout is variable, with sections of distinct practice separated by a space."
columns,width max,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join((tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)[.//tei:dimensions[@type=""column""]]|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent))[last()]//tei:dimensions[@type=""column""]/(tei:width/@max|tei:width[@quantity]/@quantity|tei:width[not(@quantity)])[last()], "" ""))",,,,,"The maximum width of the columns of the manuscript or manuscript part, as encoded within the @max attribute of the width element within a dimensions element with @type ""column"", contained within either the support or layout description. This value may or may not be numeric. In many cases measurements may be rounded, for example to the nearest 5mm. This field may contain multiple values when the layout is variable, with sections of distinct practice separated by a space."
columns,width min,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join((tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)[.//tei:dimensions[@type=""column""]]|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent))[last()]//tei:dimensions[@type=""column""]/(tei:width/@min|tei:width[@quantity]/@quantity|tei:width[not(@quantity)])[last()], "" ""))",,,,,"The minimum width of the columns of the manuscript or manuscript part, as encoded within the @min attribute of the width element within a dimensions element with @type ""column"", contained within either the support or layout description. This value may or may not be numeric. In many cases measurements may be rounded, for example to the nearest 5mm. This field may contain multiple values when the layout is variable, with sections of distinct practice separated by a space."
columns,unit,"(//tei:msDesc|//tei:msPart)/string-join(distinct-values((tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)[.//tei:dimensions[@type=""column""]]|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent))[last()]//tei:dimensions[@type=""column""]/@unit), "" "")",,,,,"The unit of the column measurements, as encoded within the unit element of a dimensions element with @type ""column"", within either the support or layout description. Common values are mm and in."
written area,n,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join((tei:physDesc/tei:objectDesc/tei:layoutDesc/tei:layout[@writtenLines]|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/tei:layoutDesc/tei:layout[@writtenLines])[last()]/@writtenLines, "" ""))",,,,,"A count of the number of written lines per column within the manuscript or manuscript part, encoded within the @writtenLines attribute to a layout element within the layout description. This field may contain multiple values when the number of lines per column is variable, with sections of distinct practice separated by a space."
written area,n max,"(//tei:msDesc|//tei:msPart)/string-join(max(tokenize(string-join((tei:physDesc/tei:objectDesc/tei:layoutDesc/tei:layout|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/tei:layoutDesc/tei:layout[@writtenLines])[last()]/@writtenLines, "" ""), "" "")), "" "")",,,,,"An integer value for the maximum number of written lines per column within the manuscript or manuscript part, calculated from information encoded within the @writtenLines attribute to a layout element within the layout description."
written area,n min,"(//tei:msDesc|//tei:msPart)/string-join(min(tokenize(string-join((tei:physDesc/tei:objectDesc/tei:layoutDesc/tei:layout|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/tei:layoutDesc/tei:layout[@writtenLines])[last()]/@writtenLines, "" ""), "" "")), "" "")",,,,,"An integer value for the minimum number of written lines per column within the manuscript or manuscript part, calculated from information encoded within the @writtenLines attribute to a layout element within the layout description."
written area,height,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join((tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)[.//tei:dimensions[@type=""written""]]|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent))[last()]//tei:dimensions[@type=""written""]/(tei:height[@quantity]/@quantity|tei:height[not(@quantity)]), "" ""))",,,,,"The height of the written area of the manuscript or manuscript part, as encoded within the height element within a dimensions element with @type ""written"", contained within either the support or layout description. This value may or may not be numeric, and may be formatted as a range. In many cases measurements may be rounded, for example to the nearest 5mm. This field may contain multiple values when the layout is variable, with sections of distinct practice separated by a space."
written area,height max,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join((tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)[.//tei:dimensions[@type=""written""]]|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent))[last()]//tei:dimensions[@type=""written""]/(tei:height/@max|tei:height[@quantity]/@quantity|tei:height[not(@quantity)])[last()], "" ""))",,,,,"The maximum height of the written area of the manuscript or manuscript part, as encoded within the @max attribute of the height element within a dimensions element with @type ""written"", contained within either the support or layout description. This value may or may not be numeric. In many cases measurements may be rounded, for example to the nearest 5mm. This field may contain multiple values when the layout is variable, with sections of distinct practice separated by a space."
written area,height min,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join((tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)[.//tei:dimensions[@type=""written""]]|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent))[last()]//tei:dimensions[@type=""written""]/(tei:height/@min|tei:height[@quantity]/@quantity|tei:height[not(@quantity)])[last()], "" ""))",,,,,"The minimum height of the written area of the manuscript or manuscript part, as encoded within the @min attribute of the height element within a dimensions element with @type ""written"", contained within either the support or layout description. This value may or may not be numeric. In many cases measurements may be rounded, for example to the nearest 5mm. This field may contain multiple values when the layout is variable, with sections of distinct practice separated by a space."
written area,width,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join((tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)[.//tei:dimensions[@type=""written""]]|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent))[last()]//tei:dimensions[@type=""written""]/(tei:width[@quantity]/@quantity|tei:width[not(@quantity)]), "" ""))",,,,,"The width of the written area of the manuscript or manuscript part, as encoded within the width element within a dimensions element with @type ""written"", contained within either the support or layout description. This value may or may not be numeric, and may be formatted as a range. In many cases measurements may be rounded, for example to the nearest 5mm. This field may contain multiple values when the layout is variable, with sections of distinct practice separated by a space."
written area,width max,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join((tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)[.//tei:dimensions[@type=""written""]]|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent))[last()]//tei:dimensions[@type=""written""]/(tei:width/@max|tei:width[@quantity]/@quantity|tei:width[not(@quantity)])[last()], "" ""))",,,,,"The maximum width of the written area of the manuscript or manuscript part, as encoded within the @max attribute of the width element within a dimensions element with @type ""written"", contained within either the support or layout description. This value may or may not be numeric. In many cases measurements may be rounded, for example to the nearest 5mm. This field may contain multiple values when the layout is variable, with sections of distinct practice separated by a space."
