metadata: record UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,metadata: crArk,metadata: ieArk,metadata: SCN,metadata: TM,metadata: PR,metadata: diktyon,record: history,record: source,record: most recent change,availability: availability statement,surrogates: full digital facsimile(s),surrogates: full digital facsimile URI(s),surrogates: full iiif manifest,surrogates: partial digital facsimile(s),surrogates: partial digital facsimile URI(s),surrogates: partial iiif manifest,printed resources: bibliography,printed resources: URI(s),printed resources: ID(s),online resources: JONAS URI,online resources: bibliography,online resources: URI(s)
_record_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 176/97",part,,,,,,,,,,,2023-02-24,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 176/97",part,,,,,,,,,,,2023-02-24,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 401/623",manuscript-composite,,MS-GONVILLE-AND-CAIUS-00401-00623,,,,,,,"This catalogue entry draws on M. R. James, and unpublished notes on Cambridge medical manuscripts by Dr Debby Banham.A Descriptive Catalogue of the Manuscripts in the Library of Gonville and Caius College, 2. vols (Cambridge, 1908)","M. R. James, A Descriptive Catalogue of the Manuscripts in the Library of Gonville and Caius College, 2. vols (Cambridge, 1908)",20230224,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 373/593",manuscript,,MS-GONVILLE-AND-CAIUS-00373-00593,,,,,,,"This catalogue entry draws on unpublished notes made by Dr Debby Banham, a description by M. R. James, and A Descriptive Catalogue of the Manuscripts in the Library of Gonville and Caius College, vol. II (1908) L. Voigts, 'A doctor and his books: the manuscripts of Roger Marchall (d. 1477)', in R. Beadle and A. J. Piper (eds.), New science out of old books: studies in manuscripts and early printed books in honour of A.I. Doyle (Aldershot, 1995) pp. 249-314","M. R. James, A Descriptive Catalogue of the Manuscripts in the Library of Gonville and Caius College, vol. II (1908); L. Voigts, 'A doctor and his books: the manuscripts of Roger Marchall (d. 1477)', in R. Beadle and A. J. Piper (eds.), New science out of old books: studies in manuscripts and early printed books in honour of A.I. Doyle (Aldershot, 1995) pp. 249-314",20230623,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 204/110",manuscript-composite,,MS-GONVILLE-AND-CAIUS-00204-00110,,,,,,,"This catalogue record draws extensively on C. L. Feltoe and E. H. Minns (eds.), Vetus Liber Archidiaconi Eliensis, Cambridge Antiquarian Society 48 (Cambridge, 1917) and also M. R. James, A descriptive catalogue of the manuscripts in the library of Gonville and Caius College, 2 vols (Cambridge, 1917)",,20240830,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 451/392",manuscript-composite,,MS-GONVILLE-AND-CAIUS-00451-00392,,,,,,,"This catalogue entry partly draws on M. R. James, , pp. 523-524; and and A descriptive catalogue of the manuscripts in the library of Gonville and Caius College, vol. 2 (Cambridge, 1908)Kari Anne Rand Schmidt, . Manuscripts in the Library of Gonville and Caius College, Cambridge (Cambridge: Brewer, 2001)","A descriptive catalogue of the manuscripts in the library of Gonville and Caius College, vol. 2 (Cambridge, 1908); Kari Anne Rand Schmidt, Manuscripts in the Library of Gonville and Caius College, Cambridge (Cambridge: Brewer, 2001)",2023-03-23,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 159/209",manuscript-composite,,MS-GONVILLE-AND-CAIUS-00159-00209,,,,,,,"This catalogue entry draws on unpublished notes made by Dr Debby Banham, a description by M. R. James, and A Descriptive Catalogue of the Manuscripts in the Library of Gonville and Caius College, vol. I (1907) L. Voigts, 'A doctor and his books: the manuscripts of Roger Marchall (d. 1477)', in R. Beadle and A. J. Piper (eds.), New science out of old books: studies in manuscripts and early printed books in honour of A.I. Doyle (Aldershot, 1995) pp. 249-314","M. R. James, A Descriptive Catalogue of the Manuscripts in the Library of Gonville and Caius College, vol. I (1907); L. Voigts, 'A doctor and his books: the manuscripts of Roger Marchall (d. 1477)', in R. Beadle and A. J. Piper (eds.), New science out of old books: studies in manuscripts and early printed books in honour of A.I. Doyle (Aldershot, 1995) pp. 249-314",20230817,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 400/729",manuscript-composite,,MS-GONVILLE-AND-CAIUS-00400-00729,,,,,,,"This catalogue entry draws on M. R. James, A Descriptive Catalogue of the Manuscripts in the Library of Gonville and Caius College, 2 vols. (Cambridge, 1907-1908) vol. 2, pp. 464-65.","M. R. James, A Descriptive Catalogue of the Manuscripts in the Library of Gonville and Caius College, 2 vols. (Cambridge, 1907-1908) vol. 2, pp. 464-65.",20220916,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 407/413",manuscript-composite,,MS-GONVILLE-AND-CAIUS-00407-00413,,,,,,,"This catalogue entry draws on M. R. James, and unpublished research by Dr Debby Banham on the medical contents of the volume and in particular the content of Part 4. A descriptive catalogue of the manuscripts in the library of Gonville and Caius College, 3 vols (Cambridge, 1908)","M. R. James, A descriptive catalogue of the manuscripts in the library of Gonville and Caius College, 3 vols (Cambridge, 1908)",20230323,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 190/223",manuscript-composite,,MS-GONVILLE-AND-CAIUS-00190-00223,,,,,,,"This catalogue entry draws on Montague Rhodes James, A Descriptive Catalogue of the Manuscripts in the Library of Gonville and Caius College, 2 vols. (Cambridge, 1907-1908) vol. 1, pp. 218-19.Robinson, Dated and Datable, no. 240 (pl. 233).","Montague Rhodes James, A Descriptive Catalogue of the Manuscripts in the Library of Gonville and Caius College, 2 vols. (Cambridge, 1907-1908) vol. 1, pp. 218-19.; Robinson, Dated and Datable, no. 240 (pl. 233).",20221110,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 181/214",manuscript-composite,,MS-GONVILLE-AND-CAIUS-00181-00214,,,,,,,"This catalogue entry draws on unpublished notes made by Dr Debby Banham, a description by M. R. James, and A Descriptive Catalogue of the Manuscripts in the Library of Gonville and Caius College, vol. I (1907) L. Voigts, 'A doctor and his books: the manuscripts of Roger Marchall (d. 1477)', in R. Beadle and A. J. Piper (eds.), New science out of old books: studies in manuscripts and early printed books in honour of A.I. Doyle (Aldershot, 1995) pp. 249-314","M. R. James, A Descriptive Catalogue of the Manuscripts in the Library of Gonville and Caius College, vol. I (1907); L. Voigts, 'A doctor and his books: the manuscripts of Roger Marchall (d. 1477)', in R. Beadle and A. J. Piper (eds.), New science out of old books: studies in manuscripts and early printed books in honour of A.I. Doyle (Aldershot, 1995) pp. 249-314",20230906,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 98/50",manuscript-composite,,MS-GONVILLE-AND-CAIUS-00098-00050,,,,,,,"This catalogue entry partly draws on M. R. James, , pp. 105-106. A descriptive catalogue of the manuscripts in the library of Gonville and Caius College, vol. 1 (Cambridge, 1908)","A descriptive catalogue of the manuscripts in the library of Gonville and Caius College, vol. 1 (Cambridge, 1908)",2023-03-07,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 366/588",manuscript-composite,,MS-GONVILLE-AND-CAIUS-00366-00588,,,,,,,"This catalogue record draws on M.R. James, A descriptive catalogue of the manuscripts in the library of Gonville and Caius College, 2 vols. (Cambridge, 1907-1908), p. 415.","M.R. James, A descriptive catalogue of the manuscripts in the library of Gonville and Caius College, 2 vols. (Cambridge, 1907-1908), p. 415.",20220914,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 84/166",manuscript-composite,,MS-GONVILLE-AND-CAIUS-00084-00166,,,,,,,"This catalogue entry draws on the description provided by and , M.R. James James, M.R. (Montague Rhodes), 1862-1936A Descriptive Catalogue of the Manuscripts in the Library of Gonville and Caius College, 2 vols (Cambridge: Cambridge University Press, 1908)Kari Anne Rand Schmidt.Manuscripts in the Library of Gonville and Caius College, Cambridge (Cambridge: Brewer, 2001)",", M.R. James James, M.R. (Montague Rhodes), 1862-1936A Descriptive Catalogue of the Manuscripts in the Library of Gonville and Caius College, 2 vols (Cambridge: Cambridge University Press, 1908); Kari Anne Rand SchmidtManuscripts in the Library of Gonville and Caius College, Cambridge (Cambridge: Brewer, 2001)",20230629,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 379/599",manuscript-composite,,MS-GONVILLE-AND-CAIUS-00379-00599,,,,,,,"This catalogue entry draws on a description by M. R. James, A Descriptive Catalogue of the Manuscripts in the Library of Gonville and Caius College, vol. II (1908)","M. R. James, A Descriptive Catalogue of the Manuscripts in the Library of Gonville and Caius College, vol. II (1908)",20221014,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 200/106",manuscript-composite,,MS-GONVILLE-AND-CAIUS-200-106,,,,,,,"This catalogue entry draws on the description provided by M. R. James, . A descriptive catalogue of the manuscripts in the library of Gonville and Caius College (Cambridge: Cambridge University Press, 1907)","M. R. James, A descriptive catalogue of the manuscripts in the library of Gonville and Caius College (Cambridge: Cambridge University Press, 1907)",20230522,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 97/49",manuscript-composite,,MS-GONVILLE-AND-CAIUS-00097-00049,,,,,,,"This catalogue entry draws on Montague Rhodes James, A Descriptive Catalogue of the Manuscripts in the Library of Gonville and Caius College, 2 vols. (Cambridge, 1907-1908) vol. 1, pp. 96-97.","Montague Rhodes James, A Descriptive Catalogue of the Manuscripts in the Library of Gonville and Caius College, 2 vols. (Cambridge, 1907-1908) vol. 1, pp. 96-97.",20220928,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 328/715",manuscript-composite,,MS-GONVILLE-AND-CAIUS-00328-00715,,,,,,,"This catalogue entry partly draws on M.R. James, ; and A descriptive catalogue of the manuscripts in the library of Gonville and Caius College, vol. 1 (Cambridge, 1908)Kari Anne Rand Schmidt, .Manuscripts in the Library of Gonville and Caius College, Cambridge (Cambridge: Brewer, 2001)","A descriptive catalogue of the manuscripts in the library of Gonville and Caius College, vol. 1 (Cambridge, 1908); Kari Anne Rand Schmidt, Manuscripts in the Library of Gonville and Caius College, Cambridge (Cambridge: Brewer, 2001)",20230629,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 328/715",part,,,,,,,,,,,20230629,,False,,,False,,,,,,,,
_record_1,manuscript_1,,,,manuscript,,MS-SIDNEYSUSSEX-00095,,,,,,,"This catalogue entry draws on the description in M. R. James, A descriptive catalogue of the manuscripts in the library of Sidney Sussex College, Cambridge (Cambridge, 1895) and unpublished notes by Laurel Broughton.",,2018-11-23,,False,,,False,,,,,,,,
_record_10,manuscript_1,,,"Cambridge, Emmanuel College, MS 70",manuscript,,MS-EMMANUEL-COLLEGE-00070,,,,,,,"This catalogue entry draws on the description provided by M. R. James in The Western manuscripts in the library of Emmanuel College: A descriptive catalogue (Cambridge, 1904), no. 70 and also draws significantly on R. M. Thomson, 'John Dunstable and His Books', The Musical Times, 150.1909 (2009), pp. 3–16. Readers of this record are encouraged to consult both items for further information about this volume.",,2023-09-20,,False,,,False,,,,,,,,
_record_10,manuscript_1,,,"Cambridge, University Library, MS Ii.2.12",manuscript,,MS-II-00002-00012,,,,,,,,,2022-02-14,,False,,,False,,,,,,,,
_record_10,manuscript_1,,,,manuscript,,,,,,,,,"This record draws on an extended unpublished description of the manuscript by Jayne Ringrose, which was published in summary form in , used here by kind permission of the Boydell Press, and an Summary Catalogue of the Additional Medieval Manuscripts in Cambridge University Library acquired before 1940 (Woodbridge, 2009)unpublished description of the manuscript by R.A.B. Mynors (now UA ULIB 7/3/75/22).","Summary Catalogue of the Additional Medieval Manuscripts in Cambridge University Library acquired before 1940 (Woodbridge, 2009)",2022-07-18,"Entry to read in the Library is permitted only on presentation of a valid reader's card. For information on eligibility and admissions procedures, see Joining the Library). For further information on the availability of the manuscript, please contact the Manuscripts Reading Room.",False,,,False,,,,,,,,
_record_10,manuscript_1,,,"Cambridge, University Library, MS Ff.3.9",manuscript,,MS-FF-00003-00009,,,,,,,"This catalogue entry draws on the description provided by Paul Binski and Patrick Zutshi, with the collaboration of Stella Panayotova, (used here by kind permission of Cambridge University Press), and an unpublished description of the manuscript composed between 1947 and 1970 by Western Illuminated Manuscripts: A Catalogue of the Collection in Cambridge University Library (Cambridge: Cambridge University Press, 2011)H.L. Pink, now held in the University Archives (ULIB 7/3/75).","Paul Binski and Patrick Zutshi, with the collaboration of Stella Panayotova, Western Illuminated Manuscripts: A Catalogue of the Collection in Cambridge University Library (Cambridge: Cambridge University Press, 2011)",2022-02-07,,False,,,False,,,,,,,,
_record_10,manuscript_1,,,"Cambridge, University Library, MS Kk.1.6",manuscript-composite,,MS-KK-00001-00006,,,,,,,"This catalogue entry draws on Margaret Connolly Manuscripts in the University Library, Cambridge (Dd-Oo), The Index of Middle English Prose, 17 (Cambridge: Brewer, 2009), and an unpublished description of the manuscript composed between 1926 and 1930 by , now held in the University Archives (M.R. James James, M.R. (Montague Rhodes), 1862-1936UA ULIB 7/3/74).",,2022-07-25,,False,,,False,,,,,,,,
_record_10,manuscript_1,,,"Cambridge, King's College, MS 16",manuscript-composite,,MS-KINGS-COLLEGE-00016,,,,,,,"This catalogue entry draws on M.R. James, A descriptive catalogue of the manuscripts other than Oriental in the library of King's College, Cambridge (Cambridge: Cambridge University Press, 1895)","M.R. James, A descriptive catalogue of the manuscripts other than Oriental in the library of King's College, Cambridge (Cambridge: Cambridge University Press, 1895)",2022-02-09,,False,,,False,,,,,,,,
_record_10,manuscript_1,,,"Cambridge, Peterhouse, MS 182",manuscript,,MS-PETERHOUSE-00182,,,,,,,"This catalogue entry draws substantially on R. M. Thomson, A Descriptive Catalogue of the Medieval Manuscripts in the Library of Peterhouse, Cambridge (Woodbridge, 2016). Readers of this record are strongly encouraged to consult Thomson's Catalogue for further information. This catalogue entry also draws on M. R. James, A descriptive catalogue of the manuscripts in the library of Peterhouse (Cambridge: Cambridge University Library 1899).",,2023-03-17,,False,,,False,,,,,,,,
_record_10,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 147/197",manuscript-composite,,MS-GONVILLE-AND-CAIUS-00147-00197,,,,,,,"This catalogue entry draws on a description of the manuscript by M.R. James, A descriptive catalogue of the manuscripts in the library of Gonville and Caius College, 2 vols (Cambridge: Cambridge University Press, 1907), I, pp. 166-167.","M.R. James, A descriptive catalogue of the manuscripts in the library of Gonville and Caius College, 2 vols (Cambridge: Cambridge University Press, 1907), I, pp. 166-167.",20221025,,False,,,False,,,,,,,,
_record_11,manuscript_1,,,,manuscript,,MS-ADD-03020,,,,,,,"The description of the contents of this manuscript was prepared by . The description of its physical characteristics, origin and provenance draws on Dr Sandra Raban Raban, SandraJayne Ringrose, , by kind permission of the Boydell Press.Summary Catalogue of the Additional Medieval Manuscripts in Cambridge University Library acquired before 1940 (Woodbridge, 2009)","Jayne Ringrose, Summary Catalogue of the Additional Medieval Manuscripts in Cambridge University Library acquired before 1940 (Woodbridge, 2009)",20240404,"Entry to read in the Library is permitted only on presentation of a valid reader's card. For information on eligibility and admissions procedures, see Joining the Library). For further information on the availability of the manuscript, please contact the Manuscripts Reading Room.",False,,,False,,,,,,,,
_record_11,manuscript_1,,,MS Gg.6.42,part,,,,,,,,,,,2024-01-24,,False,,,False,,,,,,,,
_record_11,manuscript_1,,,MS Gg.6.42,part,,,,,,,,,,,2024-01-24,,False,,,False,,,,,,,,
_record_12,manuscript_1,,,,manuscript,,MS-II-00006-00031,,,,,,,"This catalogue entry draws on Margaret Connolly, Manuscripts in the University Library, Cambridge (Dd-Oo), Index of Middle English Prose, 19 (2009) and an unpublished description of the manuscript composed between 1926 and 1930 by , now held in the University Archives (M.R. James James, M.R. (Montague Rhodes), 1862-1936UA ULIB 7/3/74).",,2019-08-06,"Entry to read in the Library is permitted only on presentation of a valid reader's card. For information on eligibility and admissions procedures, see Joining the Library). For further information on the availability of the manuscript, please contact the Manuscripts Reading Room.",False,,,False,,,,,,,,
_record_12,manuscript_1,,,,manuscript,,MS-KK-00005-00016,,,,,,,"This catalogue entry draws on the introduction to the facsimile volume of The Moore Bede by Peter Hunter Blair (Copenhagen: Rosenkilde and Bagger, 1959) and the description of the manuscript by N.R. Ker in Manuscripts containing Anglo-Saxon, rev. ed. (1990).",,2015-09-19,,False,,,False,,,,,,,,
_record_12,manuscript_1,,,,manuscript-composite,,MS-FF-00001-00028,,,,,,,"This catalogue entry draws on the description provided by Paul Binski and Patrick Zutshi, with the collaboration of Stella Panayotova, (used here by kind permission of Cambridge University Press) and an unpublished description of the manuscript composed between 1947 and 1970 by Western Illuminated Manuscripts: A Catalogue of the Collection in Cambridge University Library (Cambridge: Cambridge University Press, 2011)H.L. Pink, now held in the University Archives (ULIB 7/3/75).","Paul Binski and Patrick Zutshi, with the collaboration of Stella Panayotova, Western Illuminated Manuscripts: A Catalogue of the Collection in Cambridge University Library (Cambridge: Cambridge University Press, 2011)",2020-02-01,,False,,,False,,,,,,,,
_record_12,manuscript_1,,,"Cambridge, Trinity College, MS VI.18.2",manuscript,,MS-TRINITY-COLLEGE-VI-00018-00002,,,,,,,"This catalogue entry draws on Linne R. Mooney, , p. 151; and Manuscripts in the Library of Trinity College, Cambridge, The Index of Middle English Prose, Handlist XI (Woodbridge: Brewer, 1995). The Digital Index of Middle English Verse","Linne R. Mooney, Manuscripts in the Library of Trinity College, Cambridge, The Index of Middle English Prose, Handlist XI (Woodbridge: Brewer, 1995); The Digital Index of Middle English Verse",2022-05-28,,False,,,False,,,,,,,,
_record_12,manuscript_1,,,"Cambridge, St John's College, MS B.15",manuscript-composite,,MS-SJC-B-00015,,,,,,,"This catalogue entry draws on the description provided by ; and the description of the hands by , M.R. James James, M.R. (Montague Rhodes), 1862-1936Descriptive Catalogue of the Manuscripts in the Library of St John's College, Cambridge (Cambridge: Cambridge University Press, 1913)Claire Jones, 'Vernacular literacy in late-medieval England: The Example of East Anglian Medical Manuscripts' (unpublished dissertation, University of Glasgow, 2000), pp. 197-198..",", M.R. James James, M.R. (Montague Rhodes), 1862-1936Descriptive Catalogue of the Manuscripts in the Library of St John's College, Cambridge (Cambridge: Cambridge University Press, 1913); Claire Jones, 'Vernacular literacy in late-medieval England: The Example of East Anglian Medical Manuscripts' (unpublished dissertation, University of Glasgow, 2000)",20230816,,False,,,False,,,,,,,,
_record_12,manuscript_1,,,"Cambridge, Pembroke College, MS 70",manuscript-composite,,MS-PEMBROKE-00070,,,,,,,"This catalogue entry draws on the description provided by Rodney M. Thomson, (used here by kind permission of the author).A descriptive catalogue of the medieval manuscripts at Pembroke College, Cambridge (2022)","Rodney M. Thomson, A descriptive catalogue of the medieval manuscripts at Pembroke College, Cambridge (2022)",2021-06-28,,False,,,False,,,,,,,,
_record_12,manuscript_1,,,"Cambridge, Sidney Sussex College, MS 51",manuscript-composite,,MS-SIDNEYSUSSEX-00051,,,,,,,"This catalogue record draws on M. R. James, A Descriptive Catalogue of the Manuscripts in the Library of Sidney Sussex College, Cambridge (Cambridge: Cambridge University Press, 1895), no. 51, pp. 36-37","M. R. James, A Descriptive Catalogue of the Manuscripts in the Library of Sidney Sussex College, Cambridge (Cambridge: Cambridge University Press, 1895), no. 51, pp. 36-37",20231120,,False,,,False,,,,,,,,
_record_14,manuscript_1,,,"Cambridge, University Library, MS Gg.4.6",manuscript,,MS-GG-00004-00006,,,,,,,"This catalogue entry draws on an unpublished description of the manuscript composed between 1926 and 1930 by , now held in the University Archives (M.R. James James, M.R. (Montague Rhodes), 1862-1936UA ULIB 7/3/74), and the description provided by Paul Binski and Patrick Zutshi, with the collaboration of Stella Panayotova, (used here by kind permission of Cambridge University Press). Western Illuminated Manuscripts: A Catalogue of the Collection in Cambridge University Library (Cambridge: Cambridge University Press, 2011)","Paul Binski and Patrick Zutshi, with the collaboration of Stella Panayotova, Western Illuminated Manuscripts: A Catalogue of the Collection in Cambridge University Library (Cambridge: Cambridge University Press, 2011)",2024-06-10,"Entry to read in the Library is permitted only on presentation of a valid reader's card. For information on eligibility and admissions procedures, see Joining the Library). For further information on the availability of the manuscript, please contact the Manuscripts Reading Room.",False,,,False,,,,,,,,
_record_14,manuscript_1,,,"Cambridge, Corpus Christi College, MS 416",manuscript,,MS-CCCC-00416,,,,,,,"This catalogue record draws on M. R. James, . Images and a description of the manuscript are also available on the Parker Library website: A Descriptive Catalogue of the Manuscripts in Corpus Christi College, Cambridge, 2 vols (1912), Vol. II, no. 416Parker on the Web: Cambridge, Corpus Christi College MS 416.","M. R. James, A Descriptive Catalogue of the Manuscripts in Corpus Christi College, Cambridge, 2 vols (1912), Vol. II, no. 416",20240510,,False,,,False,,,,,,,,
_record_14,manuscript_1,,,"Cambridge, Corpus Christi College, MS 61",manuscript,,MS-CCCC-00061,,,,,,,"This catalogue entry draws on M.R. James, , no. 61; and A Descriptive Catalogue of the Manuscripts in the Library of Corpus Christi College, Cambridge, 2 vols (Cambridge, 1912)Kari Anne Rand, , pp. 88-90. Images and a description of the manuscript are also available on the Parker Library website: the online catalogue entry for the item published at Parker on the Web Manuscripts in the Library of Corpus Christi College, Cambridge, The Index of Middle English Prose, Handlist XX (Cambridge: Brewer, 2009)Corpus Christi College, MS 61.","M.R. James, A Descriptive Catalogue of the Manuscripts in the Library of Corpus Christi College, Cambridge, 2 vols (Cambridge, 1912); Kari Anne Rand, Manuscripts in the Library of Corpus Christi College, Cambridge, The Index of Middle English Prose, Handlist XX (Cambridge: Brewer, 2009)",2024-10-08,,False,,,False,,,,,,,,
_record_14,manuscript_1,,,"Cambridge, Pembroke College, MS 28",manuscript,,MS-PEMBROKE-00028,,,,,,,"This catalogue entry draws on the description provided by Rodney M. Thomson, (used here by kind permission of the author).A descriptive catalogue of the medieval manuscripts at Pembroke College, Cambridge (forthcoming, 2021)","Rodney M. Thomson, A descriptive catalogue of the medieval manuscripts at Pembroke College, Cambridge (forthcoming, 2021)",20220309,,False,,,False,,,,,,,,
_record_16,manuscript_1,,,"Cambridge, St John's College, MS G.4",manuscript,,MS-SJC-G-00004,,,,,,,"This catalogue entry draws on M. R. James, A descriptive catalogue in the library of St John's College, Cambridge (Cambridge, 1913)","M. R. James, A descriptive catalogue in the library of St John's College, Cambridge (Cambridge, 1913)",2023-03-07,,False,,,False,,,,,,,,
_record_2,manuscript_1,,,"Cambridge, University Library, MS Add. 7912",manuscript,,MS-ADD-07912,,,,,,,"This catalogue entry draws on the description provided by John Baker and Jayne Ringrose, (used here by kind permission of the Boydell Press). Catalogue of English Legal Manuscripts in Cambridge University Library (1996)","John Baker and Jayne Ringrose, Catalogue of English Legal Manuscripts in Cambridge University Library (1996)",2022-11-10,"Entry to read in the Library is permitted only on presentation of a valid reader's card. For information on eligibility and admissions procedures, see Joining the Library). For further information on the availability of the manuscript, please contact the Manuscripts Reading Room.",False,,,False,,,,,,,,
_record_2,manuscript_1,,,,manuscript,,MS-FF-00001-00017-00001,,,,,,,This catalogue entry draws on the description in the edition and facsimile of the manuscript by John Stevens.,,2015-04-20,,False,,,False,,,,,,,,
_record_2,manuscript_1,,,,manuscript,,MS-II-00002-00004,,,,,,,This catalogue entry is based with permission on the description produced for The Production and Use of English Manuscripts 1060-1220 by Takako Kato with the assistance of Owen Roberson and Hollie Morgan.,,2015-06-25,,False,,,False,,,,,,,,
_record_2,manuscript_1,,,"Cambridge, University Library, MS Add. 4087",manuscript,,MS-ADD-04087,,,,,,,"This catalogue entry draws on Jayne Ringrose, , by kind permission of the Boydell Press; and unpublished descriptions by Summary Catalogue of the Additional Medieval Manuscripts in Cambridge University Library acquired before 1940 (Woodbridge, 2009) (between 1893 and 1924), now held in the University Archives (C.E. SayleSayle, C.E.UA ULIB 7/3/72); , (between 1926 and 1930) now held in the University Archives (M.R. James James, M.R. (Montague Rhodes), 1862-1936UA ULIB 7/3/74); and (between 1948 and 1970), now held in the University Archives (H.L. Pink Pink, H. L.UA ULIB 7/3/75).","Jayne Ringrose, Summary Catalogue of the Additional Medieval Manuscripts in Cambridge University Library acquired before 1940 (Woodbridge, 2009)",2022-11-25,"Entry to read in the Library is permitted only on presentation of a valid reader's card. For information on eligibility and admissions procedures, see Joining the Library). For further information on the availability of the manuscript, please contact the Manuscripts Reading Room.",False,,,False,,,,,,,,
_record_2,manuscript_1,,,,manuscript,,MS-HH-00001-00010,,,,,,,This catalogue entry is based with permission on the description produced for The Production and Use of English Manuscripts 1060-1220 by Takako Kato with the assistance of Owen Roberson and Hollie Morgan. It also draws on unpublished MS notes by M. R. James.,,2013-12-01,,False,,,False,,,,,,,,
_record_2,manuscript_1,,,"Cambridge, University Library, MS Dd.10.44",manuscript-composite,,MS-DD-00010-00044,,,,,,,"This catalogue entry draws on Margaret Connolly, and an unpublished description of the manuscript composed between 1926 and 1930 by Manuscripts in the University Library, Cambridge (Dd-Oo), The Index of Middle English Prose (Woodbridge: Brewer, 2009), pp. 26-30, now held in the University Archives (M.R. James James, M.R. (Montague Rhodes), 1862-1936UA ULIB 7/3/74).","Margaret Connolly, Manuscripts in the University Library, Cambridge (Dd-Oo), The Index of Middle English Prose (Woodbridge: Brewer, 2009), pp. 26-30",2023-03-31,,False,,,False,,,,,,,,
_record_2,manuscript_1,,,"Cambridge, University Library, MS Ee.1.15",part,,,,,,,,,,,2024-11-25,,False,,,False,,,,,,,,
_record_2,manuscript_1,,,"Cambridge, Trinity College, MS O.7.31",manuscript,,MS-TRINITY-COLLEGE-O-00007-00031,,,,,,,"This catalogue entry draws on M.R. James, ; and The western manuscripts in the library of Trinity College, Cambridge: a descriptive catalogue, 3 (1902)Linne R. Mooney, .Manuscripts in the Library of Trinity College, Cambridge The Index of Middle English Prose, Handlist XI (Woodbridge: Brewer, 1995)","M.R. James, The western manuscripts in the library of Trinity College, Cambridge: a descriptive catalogue, 3 (1902); Linne R. Mooney, Manuscripts in the Library of Trinity College, Cambridge The Index of Middle English Prose, Handlist XI (Woodbridge: Brewer, 1995)",20240-08-02,,False,,,False,,,,,,,,
_record_2,manuscript_1,,,"Cambridge, Trinity College, MS R.14.39",manuscript-composite,,MS-TRINITY-COLLEGE-R-00014-00039,,,,,,,"This catalogue entry draws on M.R. James, ; and The western manuscripts in the library of Trinity College, Cambridge: a descriptive catalogue, 3 (1902)Linne R. Mooney, .Manuscripts in the Library of Trinity College, Cambridge, The Index of Middle English Prose, Handlist XI (Woodbridge: Brewer, 1995)","M.R. James, The western manuscripts in the library of Trinity College, Cambridge: a descriptive catalogue, 3 (1902); Linne R. Mooney, Manuscripts in the Library of Trinity College, Cambridge, The Index of Middle English Prose, Handlist XI (Woodbridge: Brewer, 1995)",2024-08-15,,False,,,False,,,,,,,,
_record_2,manuscript_1,,,"Cambridge, Trinity College, MS O.9.32",manuscript,,MS-TRINITY-COLLEGE-O-00009-00032,,,,,,,"This catalogue entry draws on M.R. James, ; and The western manuscripts in the library of Trinity College, Cambridge: a descriptive catalogue, 3 (1902)Linne R. Mooney, .Manuscripts in the Library of Trinity College, Cambridge The Index of Middle English Prose, Handlist XI (Woodbridge: Brewer, 1995)","M.R. James, The western manuscripts in the library of Trinity College, Cambridge: a descriptive catalogue, 3 (1902); Linne R. Mooney, Manuscripts in the Library of Trinity College, Cambridge The Index of Middle English Prose, Handlist XI (Woodbridge: Brewer, 1995)",2024-05-29,,False,,,False,,,,,,,,
